table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Unspecified social media,12,6,7,1,1,2,4,2,1,2,5,4,1,3,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Websites or apps that bring together news from different news providers,10,4,6,2,2,1,2,2,1,2,4,1,2,3,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Instagram,9,4,6,5,4,2,2,-,-,1,3,3,2,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,YouTube,8,5,3,1,1,3,3,-,-,1,2,1,3,3,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,BBC - TV,8,6,2,1,1,1,1,1,2,1,3,-,4,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,WhatsApp,6,3,3,2,2,2,2,-,-,-,2,1,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",5,3,1,1,1,-,*,1,-,2,2,-,2,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,People in your local area/neighbourhood,4,2,2,1,1,1,*,1,-,2,1,1,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,129,61*,68*,26**,25**,25**,18**,15**,19**,26**,40*,33**,22**,34**,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Direct from Local council website/ email/ text/ post,4,3,1,-,-,-,1,3,-,-,-,3,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Sky,4,2,2,-,-,-,2,-,2,-,-,-,2,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Celebrity and/or social media influencer,4,3,1,1,-,2,*,-,-,1,1,2,1,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,BBC - Online/ app,4,1,2,-,-,-,1,1,-,1,1,-,1,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,WhatsApp group(s),4,2,2,2,2,2,-,-,-,-,4,-,-,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,BBC - Radio,4,2,2,-,-,1,1,-,-,2,1,-,1,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Facebook messenger,3,1,2,-,-,1,2,-,-,-,1,1,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Email,3,2,1,-,-,-,1,-,1,1,1,1,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),3,1,2,-,-,-,-,-,1,2,2,-,1,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Direct from Local health service website/ email/ text/ post,3,3,-,-,-,-,-,3,-,-,-,3,-,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),3,1,1,-,-,-,1,-,-,1,-,1,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),3,1,1,-,-,-,2,-,-,1,1,-,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,129,61*,68*,26**,25**,25**,18**,15**,19**,26**,40*,33**,22**,34**,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,“Broadsheets” such as The Times or Guardian ( online ),2,-,2,-,-,-,2,-,-,-,-,-,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Direct from UK Government website/ email/ text/ post,2,1,1,-,-,-,1,-,1,-,-,-,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Commercial Radio,1,-,1,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Community radio,1,-,1,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,“Broadsheets” such as The Times or Guardian,1,-,1,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Magazines,1,-,1,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Advertising,1,-,1,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),1,-,1,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Channel 4,1,1,-,-,-,-,-,1,-,-,-,-,1,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,ITV,1,1,1,-,-,1,-,-,-,1,1,1,-,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,-,-,-,-,-,1,-,-,1,-,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,STV,1,1,-,-,-,1,-,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,129,61*,68*,26**,25**,25**,18**,15**,19**,26**,40*,33**,22**,34**,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,BBC Alba,1,1,-,-,-,1,-,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Snapchat,1,-,1,1,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Official scientists,1,-,1,1,1,-,-,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Other,12,5,7,3,3,*,1,2,4,2,6,1,1,5,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Broadcasters,15,8,7,1,1,3,3,1,2,4,5,1,5,4,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Non-BBC broadcasters,8,5,3,-,-,2,2,1,2,1,1,1,5,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: BBC services,14,8,6,1,1,2,3,1,2,4,5,-,5,3,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Newspapers (printed and online),8,4,5,-,-,-,3,-,1,4,4,1,1,3,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Officials,6,4,2,1,1,-,1,3,1,-,-,3,-,3,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Social Media,83,39,44,20,19,18,14,8,10,12,21,20,16,25,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Facebook (Facebook and Facebook Messenger),55,25,30,9,9,14,10,6,6,10,13,12,12,19,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),7,4,3,2,2,3,2,-,-,-,4,1,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Closed groups,6,3,4,2,2,3,2,-,-,-,4,1,-,2,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Other online news sources,16,9,7,3,3,1,3,3,2,4,5,2,4,4,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,129,61*,68*,26**,25**,25**,18**,15**,19**,26**,40*,33**,22**,34**,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Family/friends/ local ppl,27,13,14,5,5,5,5,5,1,6,4,13,2,8,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Traditional media,20,11,10,1,1,3,4,1,3,7,7,1,6,6,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,I don't know where the source is from,1,1,-,-,-,-,-,-,-,1,1,-,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,101,52,49,14,12,21,19,17,13,17,29,27,15,30,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,103*,53*,50*,17**,14**,21**,17**,15**,14**,19**,32**,29**,15**,27**,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Facebook,52,26,26,10,10,8,10,8,9,9,14,13,10,15,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Search engine (e.g. Google),10,8,3,-,-,5,1,1,3,-,2,2,3,3,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Twitter,8,4,4,1,1,-,2,3,2,-,3,2,1,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Unspecified social media,7,7,*,1,1,1,1,-,-,4,3,3,-,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Family and friends directly,7,-,7,3,1,2,1,1,-,-,3,2,-,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Websites or apps that bring together news from different news providers,6,2,3,2,1,-,2,-,1,-,-,1,3,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,BBC - Radio,5,4,1,-,-,2,-,1,2,1,2,1,1,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,BBC - TV,5,5,-,-,-,1,1,-,2,1,1,-,1,3,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,YouTube,4,4,1,-,-,1,2,1,1,-,1,1,-,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,People in your local area/neighbourhood,4,3,1,-,-,1,1,1,2,-,-,1,2,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,BBC - Online/ app,3,2,1,2,2,-,1,1,-,-,-,2,-,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",2,2,-,-,-,-,-,-,1,1,1,-,-,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,103*,53*,50*,17**,14**,21**,17**,15**,14**,19**,32**,29**,15**,27**,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,WhatsApp group(s),2,2,1,-,-,2,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Community radio,2,-,2,-,-,2,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Direct from NHS website/ email/ text/ post,2,2,-,1,1,-,1,-,-,-,-,-,-,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Broadsheets” such as The Times or Guardian,2,-,2,-,-,-,-,-,-,2,2,-,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,2,2,-,1,1,*,-,-,-,-,-,-,-,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Sky,2,2,-,-,-,-,1,-,-,1,-,-,1,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,WhatsApp,2,2,-,2,2,-,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Email,2,2,-,-,-,-,2,-,-,-,-,-,1,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),1,1,1,-,-,-,-,1,-,1,1,-,-,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Snapchat,1,-,1,1,-,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Magazines,1,1,-,1,1,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,ITV Wales,1,1,-,-,-,-,-,-,1,-,-,-,1,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,103*,53*,50*,17**,14**,21**,17**,15**,14**,19**,32**,29**,15**,27**,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Celebrity and/or social media influencer,1,1,-,-,-,-,-,-,1,-,-,-,1,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Channel 5,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",1,1,-,-,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,-,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,ITV,1,1,-,-,-,-,-,-,-,1,-,-,1,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),1,1,-,-,-,-,-,1,-,-,1,-,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Facebook messenger,1,-,1,-,-,1,-,-,-,-,-,1,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Direct from UK Government website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),*,-,*,-,-,-,-,*,-,-,-,-,-,*,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Other,9,3,6,-,-,1,2,1,2,3,3,4,1,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Broadcasters,13,11,2,2,2,3,4,2,3,1,4,3,2,5,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,103*,53*,50*,17**,14**,21**,17**,15**,14**,19**,32**,29**,15**,27**,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Non-BBC broadcasters,4,4,-,-,-,-,2,-,1,1,1,-,2,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: BBC services,10,8,2,2,2,3,2,2,2,1,3,3,1,4,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Newspapers (printed and online),4,2,3,-,-,-,-,2,-,2,3,-,-,1,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Officials,2,2,-,1,1,*,1,-,-,-,-,-,-,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Social Media,63,33,30,13,11,9,11,9,10,12,21,16,10,16,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Facebook (Facebook and Facebook Messenger),52,26,26,10,10,8,10,8,9,9,14,13,10,15,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),4,3,1,2,2,2,-,-,-,-,-,4,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Closed groups,2,2,1,-,-,2,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Other online news sources,8,4,3,2,1,-,2,-,2,1,1,1,3,2,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Family/friends/ local ppl,12,3,8,3,1,3,2,2,2,-,3,4,2,4,,,,,,,,,,,,,
Table 99,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Traditional media,21,14,7,3,3,4,4,4,3,3,8,5,2,6,,,,,,,,,,,,,
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,93,61,32,21,20,22,16,10,7,17,37,20,14,22,5,1,7,8,5,6,5,7,24,16,7,2,81
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,94*,64*,31**,25**,23**,22**,15**,8**,8**,16**,38*,18**,18**,20**,4**,1**,6**,8**,5**,5**,6**,8**,26**,17**,6**,2**,82*
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Facebook,37,24,13,9,9,14,2,7,2,4,14,7,10,6,1,-,4,5,2,2,-,2,10,7,2,2,34
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Twitter,17,13,4,7,7,1,5,1,1,2,7,5,2,3,1,-,-,-,1,-,2,-,8,1,2,1,12
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,YouTube,14,8,5,6,5,3,-,2,1,2,5,2,4,2,-,-,-,1,1,-,1,3,6,-,1,-,13
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Search engine (e.g. Google),11,10,1,3,3,3,2,-,2,1,4,2,2,3,1,1,-,-,2,1,2,1,1,1,1,-,8
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Websites or apps that bring together news from different news providers,11,8,3,2,2,4,3,-,-,1,7,2,1,-,1,-,-,1,-,-,2,3,4,-,-,-,8
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Family and friends directly,8,4,4,3,3,2,1,*,-,3,1,2,2,3,-,-,*,1,2,*,-,-,1,3,1,-,8
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,BBC - TV,8,5,3,5,5,2,-,-,-,1,3,-,3,2,-,-,1,-,-,-,-,1,4,2,-,-,8
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Instagram,6,4,2,5,5,1,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,1,5,-,-,-,6
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Snapchat,6,4,2,4,4,2,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,1,5,-,-,-,6
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,WhatsApp,4,2,2,4,4,-,-,-,-,-,2,2,-,-,-,-,1,-,-,-,-,-,3,-,-,-,4
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Unspecified social media,4,2,2,2,2,1,1,-,-,-,1,-,1,2,-,-,-,1,1,1,-,-,1,-,-,-,4
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,94*,64*,31**,25**,23**,22**,15**,8**,8**,16**,38*,18**,18**,20**,4**,1**,6**,8**,5**,5**,6**,8**,26**,17**,6**,2**,82*
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,WhatsApp group(s),4,1,3,3,3,-,*,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,3,*,-,-,4
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Commercial Radio,3,3,-,2,2,1,-,-,-,-,1,-,2,-,-,-,-,-,2,-,-,-,1,-,-,-,3
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,3,2,1,2,2,-,-,-,1,-,-,1,2,-,-,-,-,-,2,-,-,-,1,-,-,-,3
