date,confirmed,deaths,recovered,confirmed_diff,deaths_diff,recovered_diff,last_update,active,active_diff,fatality_rate,iso,name,province,lat,long,cities
2020-05-18,752,20,700,1,0,0,2020-05-19 02:32:18,32,1,0.0266,DEU,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,[]
2020-05-18,11193,550,9900,34,2,100,2020-05-19 02:32:18,743,-68,0.0491,DEU,Germany,Niedersachsen,52.6367,9.8451,[]
2020-05-18,36365,1512,32200,79,7,300,2020-05-19 02:32:18,2653,-228,0.0416,DEU,Germany,Nordrhein-Westfalen,51.4332,7.6616,[]
2020-05-18,6501,219,5846,15,2,15,2020-05-19 02:32:18,436,-2,0.0337,DEU,Germany,Rheinland-Pfalz,50.1183,7.309,[]
2020-05-18,2709,159,2421,0,4,18,2020-05-19 02:32:18,129,-22,0.0587,DEU,Germany,Saarland,49.3964,7.023,[]
2020-05-18,5130,197,4510,8,0,10,2020-05-19 02:32:18,423,-2,0.0384,DEU,Germany,Sachsen,51.1045,13.2017,[]
2020-05-18,1679,54,1500,1,0,20,2020-05-19 02:32:18,125,-19,0.0322,DEU,Germany,Sachsen-Anhalt,51.9503,11.6923,[]
2020-05-18,3002,126,2700,2,0,0,2020-05-19 02:32:18,176,2,0.042,DEU,Germany,Schleswig-Holstein,54.2194,9.6961,[]
2020-05-18,2741,139,2300,16,1,70,2020-05-19 02:32:18,302,-55,0.0507,DEU,Germany,Thuringen,51.011,10.8453,[]
2020-05-18,1317,0,324,-219,0,-133,2020-05-19 02:32:18,993,-86,0.0,DEU,Germany,Unknown,,,[]
2020-05-19,34071,1673,30300,65,9,100,2020-05-20 02:32:19,2098,-44,0.0491,DEU,Germany,Baden-Wurttemberg,48.6616,9.3501,[]
2020-05-19,45966,2331,40400,103,25,140,2020-05-20 02:32:19,3235,-62,0.0507,DEU,Germany,Bayern,48.7904,11.4979,[]
2020-05-19,6503,186,5918,29,4,38,2020-05-20 02:32:19,399,-13,0.0286,DEU,Germany,Berlin,52.52,13.405,[]
2020-05-19,3208,166,2900,3,0,100,2020-05-20 02:32:19,142,-97,0.0517,DEU,Germany,Brandenburg,52.4125,12.5316,[]
2020-05-19,1259,38,900,19,0,0,2020-05-20 02:32:19,321,19,0.0302,DEU,Germany,Bremen,53.0793,8.8017,[]
2020-05-19,5042,234,4500,5,2,0,2020-05-20 02:32:19,308,3,0.0464,DEU,Germany,Hamburg,53.5511,9.9937,[]
2020-05-19,9368,442,8200,31,3,100,2020-05-20 02:32:19,726,-72,0.0472,DEU,Germany,Hessen,50.6521,9.1624,[]
2020-05-19,754,20,700,2,0,0,2020-05-20 02:32:19,34,2,0.0265,DEU,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,[]
2020-05-19,11267,557,9900,74,7,0,2020-05-20 02:32:19,810,67,0.0494,DEU,Germany,Niedersachsen,52.6367,9.8451,[]
2020-05-19,36485,1525,32400,120,13,200,2020-05-20 02:32:19,2560,-93,0.0418,DEU,Germany,Nordrhein-Westfalen,51.4332,7.6616,[]
2020-05-19,6520,222,5879,19,3,33,2020-05-20 02:32:19,419,-17,0.034,DEU,Germany,Rheinland-Pfalz,50.1183,7.309,[]
2020-05-19,2712,160,2428,3,1,7,2020-05-20 02:32:19,124,-5,0.059,DEU,Germany,Saarland,49.3964,7.023,[]
2020-05-19,5142,198,4560,12,1,50,2020-05-20 02:32:19,384,-39,0.0385,DEU,Germany,Sachsen,51.1045,13.2017,[]
2020-05-19,1680,54,1523,1,0,23,2020-05-20 02:32:19,103,-22,0.0321,DEU,Germany,Sachsen-Anhalt,51.9503,11.6923,[]
2020-05-19,3002,128,2700,0,2,0,2020-05-20 02:32:19,174,-2,0.0426,DEU,Germany,Schleswig-Holstein,54.2194,9.6961,[]
2020-05-19,2751,147,2300,10,8,0,2020-05-20 02:32:19,304,2,0.0534,DEU,Germany,Thuringen,51.011,10.8453,[]
2020-05-19,2048,0,173,731,0,-151,2020-05-20 02:32:19,1875,882,0.0,DEU,Germany,Unknown,,,[]
2020-05-20,34130,1679,30600,59,6,300,2020-05-21 02:32:48,1851,-247,0.0492,DEU,Germany,Baden-Wurttemberg,48.6616,9.3501,[]
