table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,BBC - TV,200,102,98,28,26,29,41,35,30,37,53,58,51,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Direct from Government website/ email/ text/ post,98,50,48,22,20,24,15,13,10,14,43,31,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Direct from NHS website/ email/ text/ post,88,44,44,23,16,23,14,8,9,11,39,19,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,BBC - Online/ app,80,51,29,21,21,23,20,6,2,8,31,23,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Family and friends directly,66,27,39,14,13,17,7,8,6,14,27,16,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Sky,61,35,27,8,7,17,18,11,5,2,23,8,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,ITV,56,22,33,10,7,11,9,5,7,14,13,26,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Websites or apps that bring together news from different news providers,32,15,17,7,6,4,8,8,2,4,11,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Facebook,31,11,20,10,10,7,9,4,1,-,11,6,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,BBC - Radio,31,24,7,6,6,6,4,3,2,10,13,12,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Channel 4,29,15,14,5,5,5,5,1,6,7,7,11,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2088,1027,1061,283,244,345,323,357,303,477,575,594,419,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,YouTube,28,20,8,11,9,3,4,7,-,3,14,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,28,12,16,8,5,8,6,3,1,1,9,7,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Official scientists,26,16,10,10,10,5,3,1,3,4,9,3,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Search engine (e.g. Google),26,12,14,6,6,3,4,4,4,4,8,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,“Broadsheets” such as The Times or Guardian ( online ),25,11,14,6,6,1,9,4,1,4,12,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Direct from Local council website/ email/ text/ post,23,9,13,4,4,5,4,3,6,1,9,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Other,20,9,11,3,3,-,3,3,2,9,7,4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Direct from Local health service website/ email/ text/ post,18,9,8,2,2,5,3,4,3,1,10,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Channel 5,17,10,7,4,4,2,3,-,3,4,4,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,WhatsApp,16,11,5,4,4,5,6,*,2,-,9,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,People in your local area/neighbourhood,16,10,7,1,1,4,5,1,2,3,8,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Email,15,8,7,3,3,4,1,1,4,2,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2088,1027,1061,283,244,345,323,357,303,477,575,594,419,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Twitter,15,8,6,6,6,2,2,4,1,-,10,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Commercial Radio,12,7,5,-,-,3,3,3,3,1,4,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Podcasts,12,6,5,3,3,2,3,2,1,1,4,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Facebook messenger,11,7,4,1,1,6,4,-,-,-,7,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),10,8,3,3,3,2,1,3,-,2,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,WhatsApp group(s),9,6,3,1,1,3,1,1,1,1,5,3,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,“Broadsheets” such as The Times or Guardian,9,4,4,3,3,1,1,-,-,4,7,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),8,4,3,1,1,2,1,-,2,1,3,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Advertising,8,3,5,1,1,3,3,*,-,-,6,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Instagram,7,5,2,4,4,1,3,-,-,-,6,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Celebrity and/or social media influencer,6,3,4,1,1,2,3,-,-,-,3,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Community radio,6,3,3,-,-,1,-,4,1,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2088,1027,1061,283,244,345,323,357,303,477,575,594,419,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",6,2,3,1,1,-,3,-,-,2,4,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Snapchat,5,4,1,4,3,-,1,-,-,-,4,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),5,3,2,-,-,-,3,1,-,1,4,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),4,1,3,1,1,1,3,-,-,-,3,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Magazines,4,2,3,2,2,2,-,-,-,1,3,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,ITV Wales,4,3,1,-,-,1,-,1,-,2,-,3,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Apple iMessage,3,2,2,-,-,1,2,-,-,-,1,1,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,STV,3,2,1,1,1,-,-,-,1,1,1,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",3,1,2,-,-,-,2,1,-,-,-,-,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,UTV,2,2,-,-,-,-,-,1,1,1,1,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,-,-,-,-,-,1,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2088,1027,1061,283,244,345,323,357,303,477,575,594,419,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,None of them have made me alter my behaviour,1565,746,819,175,155,223,234,282,248,403,408,457,318,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Broadcasters,327,178,149,54,48,67,64,50,40,52,95,90,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Non-BBC broadcasters,128,68,60,19,14,30,26,18,14,22,39,40,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: BBC services,258,143,115,46,44,49,50,38,30,43,76,73,60,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Newspapers (printed and online),46,22,24,9,9,3,11,7,3,12,22,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Officials,168,86,81,41,33,46,23,18,18,21,68,40,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Social Media,55,29,25,18,17,14,12,7,3,-,27,10,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Facebook (Facebook and Facebook Messenger),36,15,21,11,11,10,10,4,1,-,14,8,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),24,16,9,5,5,8,6,2,3,1,13,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Closed groups,19,11,7,2,2,9,4,1,1,1,10,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Other online news sources,37,19,18,7,6,4,10,8,3,6,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Family/friends/ local ppl,68,29,39,14,13,18,9,8,6,14,27,16,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2088,1027,1061,283,244,345,323,357,303,477,575,594,419,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,NET: Traditional media,348,188,160,56,51,70,70,52,42,58,104,95,73,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,2067,1026,1041,259,229,324,320,341,325,498,539,608,386,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2067,1016,1051,281,247,345,319,352,302,467,569,580,419,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,BBC - TV,230,110,120,35,28,26,31,41,42,56,57,65,44,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Direct from Government website/ email/ text/ post,107,45,62,24,18,19,19,14,19,11,36,23,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Direct from NHS website/ email/ text/ post,97,31,66,25,18,19,15,13,15,10,34,26,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Sky,75,40,35,11,9,19,7,18,5,14,14,20,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,ITV,65,28,37,11,10,6,11,11,10,16,20,16,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,BBC - Online/ app,60,34,27,15,15,18,6,12,7,2,22,16,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Family and friends directly,57,22,35,12,7,10,7,8,4,16,18,17,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Facebook,45,24,21,7,7,8,11,14,1,5,7,9,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,BBC - Radio,43,25,18,13,11,4,5,4,4,12,16,16,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Official scientists,33,17,17,4,4,8,2,7,6,7,18,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Websites or apps that bring together news from different news providers,29,13,16,5,4,9,5,6,-,3,6,7,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2067,1016,1051,281,247,345,319,352,302,467,569,580,419,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,27,10,17,3,3,6,5,8,2,3,13,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Direct from Local council website/ email/ text/ post,25,11,14,2,2,2,5,3,8,4,10,5,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Search engine (e.g. Google),24,11,12,4,4,8,4,6,-,2,6,9,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Channel 4,23,12,11,1,-,6,2,5,3,6,3,8,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,“Broadsheets” such as The Times or Guardian ( online ),21,10,11,3,3,4,2,3,4,5,7,10,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Commercial Radio,21,9,12,3,3,9,2,3,3,1,2,10,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,YouTube,20,10,10,6,4,4,3,4,2,-,6,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Twitter,19,11,8,7,7,5,3,3,*,-,6,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Direct from Local health service website/ email/ text/ post,17,9,8,-,-,2,2,4,5,4,5,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Email,16,12,4,2,2,4,3,4,-,3,7,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),16,8,8,2,2,2,2,3,4,4,3,9,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2067,1016,1051,281,247,345,319,352,302,467,569,580,419,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Other,15,7,9,*,*,-,3,4,4,4,5,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,WhatsApp,14,4,10,2,2,3,4,2,2,1,5,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,Channel 5,13,4,9,2,2,4,2,2,-,3,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 74,Q6. Altered behaviour over last week,ONLINE Fieldwork: 24th to 26th April 2020,“Broadsheets” such as The Times or Guardian,13,5,8,1,1,2,2,-,4,4,4,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
